0,0
2,-3.85E-84
4,-2.96E-81
6,2.86E-78
8,-2.34E-76
10,-2.05E-75
12,8.11E-74
14,4.77E-73
16,-2.86E-71
18,-5.32E-71
20,-1.13E-70
22,-4.78E-70
24,-3.52E-70
26,-2.72E-69
28,-2.15E-69
30,-1.02E-68
32,-2.15E-68
34,-3.64E-68
36,-2.16E-67
38,-1.52E-67
40,9.83E-68
42,-2.01E-67
44,5.09E-67
46,-6.85E-67
48,3.68E-67
50,2.29E-67
52,6.75E-66
54,3.30E-64
56,6.14E-62
58,3.31E-60
60,1.21E-58
62,3.60E-57
64,1.31E-55
66,9.09E-54
68,2.71E-52
70,6.27E-51
72,1.25E-49
74,4.51E-48
76,1.37E-46
78,2.70E-45
80,4.45E-44
82,6.53E-43
84,1.97E-41
86,3.70E-40
88,5.33E-39
90,6.68E-38
92,8.43E-37
94,1.85E-35
96,2.48E-34
98,2.75E-33
100,2.74E-32
102,3.60E-31
104,4.91E-30
106,5.02E-29
108,4.46E-28
110,3.63E-27
112,4.38E-26
114,4.32E-25
116,3.51E-24
118,2.56E-23
120,1.78E-22
122,1.83E-21
124,1.40E-20
126,9.33E-20
128,5.69E-19
130,3.93E-18
132,2.93E-17
134,1.81E-16
136,1.00E-15
138,5.17E-15
140,3.27E-14
142,1.90E-13
144,9.70E-13
146,4.54E-12
148,2.00E-11
150,1.11E-10
152,5.25E-10
154,2.24E-09
156,8.90E-09
158,3.67E-08
160,1.61E-07
162,6.25E-07
164,2.25E-06
166,7.62E-06
168,2.80E-05
170,9.92E-05
172,3.22E-04
174,9.79E-04
176,0.002828924
178,0.008961001
180,0.026018384
182,0.070553093
184,0.181108268
186,0.458417599
188,1.175146104
190,2.806735447
192,6.3318066
194,13.59726358
196,29.10447303
198,60.13599043
200,117.2532526
202,217.216548
204,383.886215
206,667.6800081
208,1099.715319
210,1718.303875
212,2554.208857
214,3625.041976
216,4912.53982
218,6310.632483
220,7698.663683
222,8931.16048
224,9828.504026
226,10273.81435
228,10249.50253
230,9771.431206
232,8889.305412
234,7619.024147
236,6049.051017
238,4228.015625
240,2227.954686
242,174.7826784
244,-1724.915863
246,-3296.304106
248,-4407.132047
250,-4974.149946
252,-4895.160047
254,-4126.304347
256,-2687.469913
258,-602.8628121
260,2035.685372
262,5103.35337
264,8342.680724
266,11531.25618
268,14424.09369
270,16727.46135
272,18072.25451
274,18394.13075
276,17663.50289
278,15938.24565
280,13276.3547
282,9866.953309
284,5988.25881
286,1881.761931
288,-2203.642195
290,-5945.906332
292,-9058.059861
294,-11287.04291
296,-12448.32471
298,-12455.36916
300,-11244.52303
302,-9077.589975
304,-6100.914685
306,-2501.311669
308,1497.309532
310,5569.766664
312,9384.278324
314,12647.38202
316,15122.93215
318,16536.51275
320,16869.2688
322,16116.82995
324,14309.14182
326,11560.99953
328,8027.157705
330,4077.571972
332,-25.03493587
334,-4002.388473
336,-7529.061689
338,-10287.09103
340,-12126.22336
342,-12928.15773
344,-12646.49281
346,-11183.77981
348,-8715.268983
350,-5459.598348
352,-1660.658267
354,2411.378901
356,6455.430393
358,10204.43219
360,13345.45961
362,15634.12861
364,17007.98324
366,17259.8552
368,16413.85134
370,14594.88163
372,11804.96165
374,8339.11978
376,4447.622339
378,362.1553092
380,-3601.882
382,-7192.573694
384,-10038.12237
386,-12070.46209
388,-13134.8542
390,-13002.76217
392,-11858.86242
394,-9728.675739
396,-6690.976337
398,-3061.903568
400,949.3978315
402,5048.914952
404,8957.473482
406,12370.99288
408,15039.29713
410,16848.5343
412,17550.05141
414,17158.50063
416,15762.76692
418,13317.20848
420,10108.47372
422,6362.977217
424,2279.377929
426,-1807.477492
428,-5556.850787
430,-8773.294906
432,-11073.39087
434,-12455.53406
436,-12618.90796
438,-11758.58157
440,-9740.352642
442,-6897.421966
444,-3305.835503
446,665.8808688
448,4757.854545
450,8669.214468
452,12040.12396
454,14725.40696
456,16370.95249
458,17028.08191
460,16458.45609
462,14891.25252
464,12278.51639
466,8960.185775
468,5086.849901
470,1008.980158
472,-2970.315328
474,-6592.398807
476,-9492.924715
478,-11353.84222
480,-12421.49002
482,-12455.81302
484,-11204.82073
486,-9095.305827
488,-6156.432149
490,-2583.049327
492,1363.720358
494,5365.637309
496,9124.199345
498,12395.71107
500,14907.79363
502,16313.25031
504,16812.82252
506,16338.87949
508,14770.727
510,12186.46074
512,8809.523383
514,4971.621353
516,900.94197
518,-3080.568369
520,-6648.45042
522,-9559.949011
524,-11590.40715
526,-12545.07165
528,-12448.48481
530,-11156.35797
532,-8948.036997
534,-5813.630269
536,-2128.488534
538,1892.691418
540,5927.729011
542,9663.31977
544,12813.86351
546,15177.22712
548,16482.35679
550,16784.60757
552,15843.48524
554,13950.31631
556,11086.48369
558,7572.864481
560,3633.81507
562,-422.1590233
564,-4284.095935
566,-7633.318644
568,-10282.91499
570,-11891.20565
572,-12518.38217
574,-11911.04356
576,-10296.64395
578,-7682.88764
580,-4332.152683
582,-493.5506661
584,3543.12115
586,7461.620018
588,10921.14322
590,13748.28108
592,15552.45843
594,16386.61864
596,16020.91829
598,14600.72412
600,12176.36958
602,8946.401611
604,5189.746544
606,1167.327504
608,-2780.301568
610,-6398.920413
612,-9337.875792
614,-11283.49125
616,-12308.79828
618,-12311.68855
620,-11185.69226
622,-8993.810356
624,-5938.291186
626,-2222.692452
628,1809.511083
630,5856.426933
632,9621.501788
634,12728.07534
636,15028.4579
638,16242.82834
640,16346.73656
642,15298.02758
644,13174.12808
646,10178.91332
648,6491.797428
650,2458.187772
652,-1621.475935
654,-5433.797897
656,-8612.034201
658,-10961.42022
660,-12215.3893
662,-12285.59993
664,-11146.44327
666,-8806.736456
668,-5499.179597
670,-1347.727702
672,3261.132573
674,8038.310094
676,12606.06563
678,16565.83761
680,19620.37626
682,21455.09286
684,21848.58111
686,20759.0054
688,18079.61397
690,14125.7248
692,8989.190865
694,3223.746637
696,-2775.084775
698,-8472.145298
700,-13347.8583
702,-16997.14988
704,-19121.4753
706,-19491.26999
708,-18226.54149
710,-15269.56821
712,-11071.36425
714,-5731.920581
716,228.1793382
718,6505.760455
