% Model,Concave Reflector-Parametric Sweep.mph
% Version,COMSOL 5.1.0.145
% Date,"Jun 22 2015, 11:47"
% Table,Table 2 - Surface Maximum 1 (actd.p_t)
% Rbar,Dbar,t (µs),Total acoustic pressure field (Pa)
0.64,1.5,2490,29547.127813670122
0.64,1.5,2492,19827.2113379225
0.64,1.5,2493.9999999999995,32715.769500314746
0.64,1.5,2496,49846.687898012664
0.64,1.5,2498,63237.1572395871
0.64,1.5,2500,71561.67354707647
0.82,0.5,2450,18130.260901685713
0.82,0.5,2451.9999999999995,14990.175862867047
0.82,0.5,2454,14060.180836741953
0.82,0.5,2456,20274.94246577202
0.82,0.5,2457.9999999999995,25714.285157925875
0.82,0.5,2460,29273.988410984057
0.82,0.5,2462,30866.33139123125
0.82,0.5,2464,30365.286680561567
0.82,0.5,2466,27796.967630496856
0.82,0.5,2467.9999999999995,23097.56220932728
0.82,0.5,2470,16951.842874524842
0.82,0.5,2472,11268.937537362077
0.82,0.5,2474,16773.137686925227
0.82,0.5,2476,21294.51667738994
0.82,0.5,2477.9999999999995,24470.488658735383
0.82,0.5,2480,26097.81796934659
0.82,0.5,2482,26076.330144763382
0.82,0.5,2484,24274.933280639183
0.82,0.5,2486,21145.22629759163
0.82,0.5,2487.9999999999995,18358.125139276108
0.82,0.5,2490,19680.247057935965
0.82,0.5,2492,20342.472484634713
0.82,0.5,2493.9999999999995,19511.94998009829
0.82,0.5,2496,17353.326543372383
0.82,0.5,2498,14015.238054437756
0.82,0.5,2500,15793.080971274938
0.82,0.7,2450,28468.301008625458
0.82,0.7,2451.9999999999995,32229.74172672646
0.82,0.7,2454,33606.78681065054
0.82,0.7,2456,32798.459056060274
0.82,0.7,2457.9999999999995,29562.608313599547
0.82,0.7,2460,24592.960075870134
0.82,0.7,2462,18874.513942143753
0.82,0.7,2464,15115.247284937743
0.82,0.7,2466,18036.526939989704
0.82,0.7,2467.9999999999995,21706.7010807992
0.82,0.7,2470,24193.085840109965
0.82,0.7,2472,27533.66250069192
0.82,0.7,2474,28849.23724496541
0.82,0.7,2476,28406.265233135775
0.82,0.7,2477.9999999999995,25837.018072855128
0.82,0.7,2480,21716.89863644413
0.82,0.7,2482,17433.729708877636
0.82,0.7,2484,17759.30027955474
0.82,0.7,2486,17311.25519559925
0.82,0.7,2487.9999999999995,16048.250991027697
0.82,0.7,2490,15208.465484884746
0.82,0.7,2492,17985.256931668366
0.82,0.7,2493.9999999999995,24682.028055403374
0.82,0.7,2496,29894.5409349518
0.82,0.7,2498,32978.3150548373
0.82,0.7,2500,33855.725777358864
0.82,0.9,2450,15094.299117732184
0.82,0.9,2451.9999999999995,14479.853986088443
0.82,0.9,2454,16052.547648094931
0.82,0.9,2456,16748.79593831019
0.82,0.9,2457.9999999999995,16350.134930668992
0.82,0.9,2460,17625.946659406844
0.82,0.9,2462,19037.34420355806
0.82,0.9,2464,19297.826674641678
0.82,0.9,2466,18327.91360018435
0.82,0.9,2467.9999999999995,20773.87739082615
0.82,0.9,2470,23127.521583075173
0.82,0.9,2472,24178.8888713909
0.82,0.9,2474,23852.799935765146
0.82,0.9,2476,22082.9522668783
0.82,0.9,2477.9999999999995,19216.345996356904
0.82,0.9,2480,15620.52960795176
0.82,0.9,2482,13360.784446855932
0.82,0.9,2484,13944.269319186087
0.82,0.9,2486,15690.761466661555
0.82,0.9,2487.9999999999995,16718.930985533938
0.82,0.9,2490,17303.20107391759
0.82,0.9,2492,17497.156767478544
0.82,0.9,2493.9999999999995,16651.207391609983
0.82,0.9,2496,14706.50827900875
0.82,0.9,2498,15271.192558456247
0.82,0.9,2500,16648.00498609553
0.82,1.1,2450,27852.243896574735
0.82,1.1,2451.9999999999995,26232.236794879584
0.82,1.1,2454,24108.397471846216
0.82,1.1,2456,24734.270143857422
0.82,1.1,2457.9999999999995,23812.685241273204
0.82,1.1,2460,21280.12885390704
0.82,1.1,2462,20856.687759121298
0.82,1.1,2464,19569.80747188955
0.82,1.1,2466,16932.447452076685
0.82,1.1,2467.9999999999995,16286.977321371804
0.82,1.1,2470,20179.803984310714
0.82,1.1,2472,26080.57183046733
0.82,1.1,2474,30492.413850348225
0.82,1.1,2476,33264.91983663385
0.82,1.1,2477.9999999999995,33858.27074492858
0.82,1.1,2480,32490.729636310614
0.82,1.1,2482,29300.263939888173
0.82,1.1,2484,25063.752875893882
0.82,1.1,2486,21720.148752017823
0.82,1.1,2487.9999999999995,21940.34129539334
0.82,1.1,2490,24462.936628408133
0.82,1.1,2492,26640.57717970944
0.82,1.1,2493.9999999999995,27820.23998830688
0.82,1.1,2496,27338.47955526549
0.82,1.1,2498,25428.142847229716
0.82,1.1,2500,24532.836274917354
0.82,1.3,2450,35343.69515505033
0.82,1.3,2451.9999999999995,34128.60563941612
0.82,1.3,2454,30916.60471659255
0.82,1.3,2456,26473.233514269104
0.82,1.3,2457.9999999999995,21588.534974291524
0.82,1.3,2460,18931.2627858163
0.82,1.3,2462,19989.047558526727
0.82,1.3,2464,22215.49623107442
0.82,1.3,2466,23901.06366441837
0.82,1.3,2467.9999999999995,24258.248546568262
0.82,1.3,2470,23328.774812152704
0.82,1.3,2472,20906.907599225877
0.82,1.3,2474,20806.24257595985
0.82,1.3,2476,20908.461638300614
0.82,1.3,2477.9999999999995,21100.38909508011
0.82,1.3,2480,20273.28511154394
0.82,1.3,2482,18681.24993803056
0.82,1.3,2484,17437.942926276413
0.82,1.3,2486,18351.573444523765
0.82,1.3,2487.9999999999995,23058.387381594563
0.82,1.3,2490,28143.914617202696
0.82,1.3,2492,32063.605097982014
0.82,1.3,2493.9999999999995,34417.597658949344
0.82,1.3,2496,34517.126270300025
0.82,1.3,2498,32735.016320581686
0.82,1.3,2500,29086.038538464985
0.82,1.5,2450,48035.5210942072
0.82,1.5,2451.9999999999995,60740.92786883327
0.82,1.5,2454,69434.9515085972
0.82,1.5,2456,73499.73281284493
0.82,1.5,2457.9999999999995,73921.16852916103
0.82,1.5,2460,68945.55459925067
0.82,1.5,2462,58921.12758081668
0.82,1.5,2464,44532.74615604867
0.82,1.5,2466,29646.756208325292
0.82,1.5,2467.9999999999995,19484.91198341742
0.82,1.5,2470,23834.668901497666
0.82,1.5,2472,41434.181892455286
0.82,1.5,2474,56074.64460713522
0.82,1.5,2476,66611.92397614502
0.82,1.5,2477.9999999999995,74390.95242514569
0.82,1.5,2480,76861.89402684149
0.82,1.5,2482,73829.17166210931
0.82,1.5,2484,64887.02314629932
0.82,1.5,2486,51305.98485907783
0.82,1.5,2487.9999999999995,35880.57298792471
0.82,1.5,2490,25661.168516310583
0.82,1.5,2492,18855.991379278545
0.82,1.5,2493.9999999999995,37678.474435323566
0.82,1.5,2496,53783.8243227252
0.82,1.5,2498,65966.27804131174
0.82,1.5,2500,72918.88411556072
0.9999999999999999,0.5,2450,15954.876670086129
0.9999999999999999,0.5,2451.9999999999995,14908.02876036652
0.9999999999999999,0.5,2454,12725.4841151469
0.9999999999999999,0.5,2456,11542.537341683885
0.9999999999999999,0.5,2457.9999999999995,11580.231911648198
0.9999999999999999,0.5,2460,11392.611291812509
0.9999999999999999,0.5,2462,14019.076509871837
0.9999999999999999,0.5,2464,16342.984078076293
0.9999999999999999,0.5,2466,17431.137637620763
0.9999999999999999,0.5,2467.9999999999995,17431.588249893062
0.9999999999999999,0.5,2470,16124.597022101441
0.9999999999999999,0.5,2472,13848.916343347048
0.9999999999999999,0.5,2474,10965.52890015015
0.9999999999999999,0.5,2476,10697.55624538608
0.9999999999999999,0.5,2477.9999999999995,11805.34652170343
0.9999999999999999,0.5,2480,13385.07274239269
0.9999999999999999,0.5,2482,13967.309876656262
0.9999999999999999,0.5,2484,15686.224036471573
0.9999999999999999,0.5,2486,17689.41507202064
0.9999999999999999,0.5,2487.9999999999995,18546.735361242303
0.9999999999999999,0.5,2490,17999.374872830598
0.9999999999999999,0.5,2492,16280.648777648312
0.9999999999999999,0.5,2493.9999999999995,16319.4540796978
0.9999999999999999,0.5,2496,16113.893268507956
0.9999999999999999,0.5,2498,14729.252618143128
0.9999999999999999,0.5,2500,12407.944672453903
0.9999999999999999,0.7,2450,57847.47306693938
0.9999999999999999,0.7,2451.9999999999995,55163.662645466764
0.9999999999999999,0.7,2454,48634.770063656455
0.9999999999999999,0.7,2456,38831.03092372751
0.9999999999999999,0.7,2457.9999999999995,29165.280738070684
0.9999999999999999,0.7,2460,19477.023588159984
0.9999999999999999,0.7,2462,19876.746063347957
0.9999999999999999,0.7,2464,25411.52124595409
0.9999999999999999,0.7,2466,34235.99853761654
0.9999999999999999,0.7,2467.9999999999995,40736.61463683876
0.9999999999999999,0.7,2470,44509.417680129176
0.9999999999999999,0.7,2472,44815.73880555638
0.9999999999999999,0.7,2474,42175.53487210854
0.9999999999999999,0.7,2476,36299.59409659194
0.9999999999999999,0.7,2477.9999999999995,30579.942929777462
0.9999999999999999,0.7,2480,26877.96118586141
0.9999999999999999,0.7,2482,21909.589609954626
0.9999999999999999,0.7,2484,19784.10411772675
0.9999999999999999,0.7,2486,25079.497338935398
0.9999999999999999,0.7,2487.9999999999995,31900.855490415044
0.9999999999999999,0.7,2490,43443.716261325935
0.9999999999999999,0.7,2492,51958.493309813464
0.9999999999999999,0.7,2493.9999999999995,56859.36348178807
0.9999999999999999,0.7,2496,57342.074861951565
0.9999999999999999,0.7,2498,54016.714845037095
0.9999999999999999,0.7,2500,46475.257100469105
0.9999999999999999,0.9,2450,13195.786092680431
0.9999999999999999,0.9,2451.9999999999995,11766.975449010415
0.9999999999999999,0.9,2454,18351.905311754817
0.9999999999999999,0.9,2456,23694.097696612913
0.9999999999999999,0.9,2457.9999999999995,27312.813016302956
0.9999999999999999,0.9,2460,31731.078017848304
0.9999999999999999,0.9,2462,34278.52547975272
0.9999999999999999,0.9,2464,34212.67441443003
0.9999999999999999,0.9,2466,31894.58851219927
0.9999999999999999,0.9,2467.9999999999995,27191.463146015303
0.9999999999999999,0.9,2470,20654.86955611405
0.9999999999999999,0.9,2472,12745.860294833075
0.9999999999999999,0.9,2474,13059.48162560065
0.9999999999999999,0.9,2476,13348.27179901268
0.9999999999999999,0.9,2477.9999999999995,16431.41755593791
0.9999999999999999,0.9,2480,21752.049280508236
0.9999999999999999,0.9,2482,28398.81681400198
0.9999999999999999,0.9,2484,33008.26971243698
0.9999999999999999,0.9,2486,35350.38372068494
0.9999999999999999,0.9,2487.9999999999995,34969.92116472038
0.9999999999999999,0.9,2490,32245.42098393453
0.9999999999999999,0.9,2492,27083.031658838874
0.9999999999999999,0.9,2493.9999999999995,20100.613125289652
0.9999999999999999,0.9,2496,11754.007281109522
0.9999999999999999,0.9,2498,14934.23746708319
0.9999999999999999,0.9,2500,21391.099663443172
0.9999999999999999,1.1,2450,19252.337721503594
0.9999999999999999,1.1,2451.9999999999995,16388.628436651696
0.9999999999999999,1.1,2454,13172.560719566352
0.9999999999999999,1.1,2456,13832.19631545586
0.9999999999999999,1.1,2457.9999999999995,13890.19604067449
0.9999999999999999,1.1,2460,14993.094606097802
0.9999999999999999,1.1,2462,17549.143751915326
0.9999999999999999,1.1,2464,19056.35064495396
0.9999999999999999,1.1,2466,20051.389499912286
0.9999999999999999,1.1,2467.9999999999995,21363.606871854437
0.9999999999999999,1.1,2470,21553.19038908518
0.9999999999999999,1.1,2472,20530.906686723993
0.9999999999999999,1.1,2474,21147.198456728427
0.9999999999999999,1.1,2476,20283.97684595946
0.9999999999999999,1.1,2477.9999999999995,17909.0655125303
0.9999999999999999,1.1,2480,14336.97151281773
0.9999999999999999,1.1,2482,14812.800446402636
0.9999999999999999,1.1,2484,16433.267291919718
0.9999999999999999,1.1,2486,17515.374310864478
0.9999999999999999,1.1,2487.9999999999995,17871.853110691798
0.9999999999999999,1.1,2490,19555.63085264792
0.9999999999999999,1.1,2492,20161.2276404902
0.9999999999999999,1.1,2493.9999999999995,19312.14302774433
0.9999999999999999,1.1,2496,17172.65487861308
0.9999999999999999,1.1,2498,13748.33697636281
0.9999999999999999,1.1,2500,13396.026870543936
0.9999999999999999,1.3,2450,26109.883076346985
0.9999999999999999,1.3,2451.9999999999995,29858.688876086362
0.9999999999999999,1.3,2454,33546.10068204513
0.9999999999999999,1.3,2456,37955.69754413207
0.9999999999999999,1.3,2457.9999999999995,40490.90103066159
0.9999999999999999,1.3,2460,40186.80731889671
0.9999999999999999,1.3,2462,37115.16982227803
0.9999999999999999,1.3,2464,31165.547475128937
0.9999999999999999,1.3,2466,26390.304590208514
0.9999999999999999,1.3,2467.9999999999995,24053.645319161213
0.9999999999999999,1.3,2470,26095.852744284013
0.9999999999999999,1.3,2472,39128.892726877246
0.9999999999999999,1.3,2474,50119.31790212525
0.9999999999999999,1.3,2476,57742.93065202053
0.9999999999999999,1.3,2477.9999999999995,61669.801771621
0.9999999999999999,1.3,2480,61317.79475154698
0.9999999999999999,1.3,2482,56785.61363031298
0.9999999999999999,1.3,2484,48791.547783161666
0.9999999999999999,1.3,2486,38127.48454841398
0.9999999999999999,1.3,2487.9999999999995,30659.996650051362
0.9999999999999999,1.3,2490,26344.25859788124
0.9999999999999999,1.3,2492,27117.19491251182
0.9999999999999999,1.3,2493.9999999999995,27158.170765244566
0.9999999999999999,1.3,2496,26176.325036703005
0.9999999999999999,1.3,2498,30887.987062385997
0.9999999999999999,1.3,2500,34980.41070207617
0.9999999999999999,1.5,2450,34626.12596250139
0.9999999999999999,1.5,2451.9999999999995,49832.20518908481
0.9999999999999999,1.5,2454,60752.75232007708
0.9999999999999999,1.5,2456,67720.23228632691
0.9999999999999999,1.5,2457.9999999999995,70165.95977090704
0.9999999999999999,1.5,2460,69292.75413845539
0.9999999999999999,1.5,2462,63345.85015549677
0.9999999999999999,1.5,2464,52707.8134614306
0.9999999999999999,1.5,2466,37797.77132569391
0.9999999999999999,1.5,2467.9999999999995,24267.06820502752
0.9999999999999999,1.5,2470,16775.94553976977
0.9999999999999999,1.5,2472,29449.702447352014
0.9999999999999999,1.5,2474,45762.560492000746
0.9999999999999999,1.5,2476,58469.293517198734
0.9999999999999999,1.5,2477.9999999999995,67791.31739315385
0.9999999999999999,1.5,2480,72717.48369193748
0.9999999999999999,1.5,2482,72473.33369212392
0.9999999999999999,1.5,2484,68061.06205416545
0.9999999999999999,1.5,2486,58645.395908572755
0.9999999999999999,1.5,2487.9999999999995,44914.542621005
0.9999999999999999,1.5,2490,30045.054626841767
0.9999999999999999,1.5,2492,20971.889690061304
0.9999999999999999,1.5,2493.9999999999995,23817.453056140654
0.9999999999999999,1.5,2496,41425.10540661739
0.9999999999999999,1.5,2498,55971.83244334229
0.9999999999999999,1.5,2500,65720.94484871799
