   1.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   9.9671000e-01	   4.5000000e-04	   0.0000000e+00	
   9.8710000e-01	   1.9600000e-03	   0.0000000e+00	
   9.7174000e-01	   4.7000000e-03	   0.0000000e+00	
   9.5126000e-01	   8.5500000e-03	   0.0000000e+00	
   9.2617000e-01	   1.3200000e-02	   0.0000000e+00	
   8.9683000e-01	   1.8250000e-02	   0.0000000e+00	
   8.6343000e-01	   2.3450000e-02	   0.0000000e+00	
   8.2623000e-01	   2.8770000e-02	   0.0000000e+00	
   7.8572000e-01	   3.4180000e-02	   0.0000000e+00	
   7.4243000e-01	   3.9540000e-02	   0.0000000e+00	
   6.9691000e-01	   4.4670000e-02	   0.0000000e+00	
   6.4968000e-01	   4.9340000e-02	   0.0000000e+00	
   6.0115000e-01	   5.3320000e-02	   0.0000000e+00	
   5.5171000e-01	   5.6490000e-02	   0.0000000e+00	
   5.0176000e-01	   5.8790000e-02	   0.0000000e+00	
   4.5172000e-01	   6.0250000e-02	   0.0000000e+00	
   4.0212000e-01	   6.0930000e-02	   0.0000000e+00	
   3.5350000e-01	   6.0860000e-02	   0.0000000e+00	
   3.0640000e-01	   6.0040000e-02	   0.0000000e+00	
   2.6132000e-01	   5.8490000e-02	   0.0000000e+00	
   2.1878000e-01	   5.6210000e-02	   0.0000000e+00	
   1.7925000e-01	   5.3180000e-02	   0.0000000e+00	
   1.4319000e-01	   4.9350000e-02	   0.0000000e+00	
   1.1087000e-01	   4.4570000e-02	   0.0000000e+00	
   8.2320000e-02	   3.8870000e-02	   0.0000000e+00	
   5.7650000e-02	   3.2560000e-02	   0.0000000e+00	
   3.7150000e-02	   2.5900000e-02	   0.0000000e+00	
   2.1060000e-02	   1.9050000e-02	   0.0000000e+00	
   9.5000000e-03	   1.2180000e-02	   0.0000000e+00	
   2.4900000e-03	   5.5200000e-03	   0.0000000e+00	
   1.0000000e-05	  -2.8000000e-04	   0.0000000e+00	
   3.0700000e-03	  -5.0600000e-03	   0.0000000e+00	
   1.2000000e-02	  -9.4300000e-03	   0.0000000e+00	
   2.6030000e-02	  -1.3390000e-02	   0.0000000e+00	
   4.5180000e-02	  -1.6670000e-02	   0.0000000e+00	
   6.9420000e-02	  -1.9340000e-02	   0.0000000e+00	
   9.8520000e-02	  -2.1520000e-02	   0.0000000e+00	
   1.3210000e-01	  -2.3270000e-02	   0.0000000e+00	
   1.6972000e-01	  -2.4610000e-02	   0.0000000e+00	
   2.1096000e-01	  -2.5530000e-02	   0.0000000e+00	
   2.5531000e-01	  -2.6000000e-02	   0.0000000e+00	
   3.0225000e-01	  -2.6000000e-02	   0.0000000e+00	
   3.5127000e-01	  -2.5460000e-02	   0.0000000e+00	
   4.0189000e-01	  -2.4320000e-02	   0.0000000e+00	
   4.5363000e-01	  -2.2600000e-02	   0.0000000e+00	
   5.0596000e-01	  -2.0300000e-02	   0.0000000e+00	
   5.5846000e-01	  -1.7360000e-02	   0.0000000e+00	
   6.1084000e-01	  -1.3950000e-02	   0.0000000e+00	
   6.6260000e-01	  -1.0490000e-02	   0.0000000e+00	
   7.1302000e-01	  -7.2400000e-03	   0.0000000e+00	
   7.6139000e-01	  -4.3900000e-03	   0.0000000e+00	
   8.0700000e-01	  -2.0800000e-03	   0.0000000e+00	
   8.4914000e-01	  -4.0000000e-04	   0.0000000e+00	
   8.8712000e-01	   6.7000000e-04	   0.0000000e+00	
   9.2036000e-01	   1.2000000e-03	   0.0000000e+00	
   9.4833000e-01	   1.2700000e-03	   0.0000000e+00	
   9.7059000e-01	   1.0200000e-03	   0.0000000e+00	
   9.8681000e-01	   6.0000000e-04	   0.0000000e+00	
   9.9669000e-01	   1.8000000e-04	   0.0000000e+00	
