1	0	23	23	23	358	1124
2	0	59	59	59	1242	1118
3	0	6	6	6	856	1608
4	0	114	114	114	244	1038
5	0	110	110	110	268	1084
6	0	87	87	87	298	1092
7	0	85	85	85	318	1112
8	0	113	113	113	332	1128
9	0	74	74	74	358	1148
10	0	25	25	25	370	1166
11	0	27	27	27	382	1190
12	0	17	17	17	396	1210
13	0	25	25	25	402	1246
14	0	27	27	27	418	1286
15	0	19	19	19	418	1306
16	0	11	11	11	436	1322
17	0	5	5	5	460	1334
18	0	15	15	15	470	1364
19	0	42	42	42	470	1400
20	0	18	18	18	490	1422
21	0	20	20	20	496	1446
22	0	17	17	17	500	1460
23	0	16	16	16	506	1482
24	0	40	40	40	524	1514
25	0	13	13	13	540	1536
26	0	6	6	6	560	1554
27	0	12	12	12	586	1560
28	0	7	7	7	616	1572
29	0	6	6	6	634	1586
30	0	5	5	5	672	1616
31	0	5	5	5	686	1628
32	0	6	6	6	714	1640
33	0	6	6	6	726	1644
34	0	15	15	15	748	1646
35	0	24	24	24	764	1644
36	0	27	27	27	776	1634
37	0	19	19	19	788	1628
38	0	10	10	10	808	1622
39	0	8	8	8	836	1616
40	0	9	9	9	820	1618
41	0	18	18	18	878	1616
42	0	35	35	35	892	1612
43	0	28	28	28	914	1610
44	0	24	24	24	936	1602
45	0	19	19	19	956	1592
46	0	23	23	23	972	1590
47	0	32	32	32	1002	1568
48	0	86	86	86	1016	1554
49	0	91	91	91	1028	1546
50	0	71	71	71	1040	1540
51	0	51	51	51	1056	1530
52	0	29	29	29	1070	1520
53	0	110	110	110	1088	1514
54	0	57	57	57	1112	1494
55	0	60	60	60	1124	1484
56	0	54	54	54	1132	1468
57	0	57	57	57	1132	1452
58	0	36	36	36	1138	1400
59	0	53	53	53	1128	1436
60	0	48	48	48	1136	1422
61	0	89	89	89	1160	1394
62	0	137	137	137	1182	1380
63	0	66	66	66	1190	1364
64	0	131	131	131	1218	1352
65	0	35	35	35	1222	1338
66	0	26	26	26	1230	1322
67	0	25	25	25	1236	1308
68	0	25	25	25	1236	1290
69	0	33	33	33	1236	1278
70	0	24	24	24	1236	1252
71	0	42	42	42	1236	1232
72	0	101	101	101	1230	1218
73	0	23	23	23	1224	1190
74	0	26	26	26	1224	1170
75	0	21	21	21	1224	1150
76	0	19	19	19	1224	1116
77	0	29	29	29	1228	1102
78	0	61	61	61	1240	1078
79	0	48	48	48	1272	1104
80	0	44	44	44	1272	1080
81	0	50	50	50	1266	1062
82	0	59	59	59	1276	1030
83	0	52	52	52	1262	1040
84	0	39	39	39	1286	1006
85	0	58	58	58	1298	998
86	0	77	77	77	1310	986
87	0	81	81	81	1326	978
88	0	125	125	125	1338	970
89	0	57	57	57	1350	956
