1	0	20	20	20	442.792	1171.597
2	0	32	32	32	1129.225	1161.004
3	0	25	25	25	807.194	1540.237
4	0	31	31	31	355.928	1010.582
5	0	27	27	27	372.877	1036.005
6	0	25	25	25	385.589	1055.073
7	0	15	15	15	398.301	1078.378
8	0	18	18	18	411.012	1091.090
9	0	28	28	28	421.606	1110.157
10	0	30	30	30	436.436	1127.106
11	0	18	18	18	436.436	1156.767
12	0	14	14	14	451.266	1201.258
13	0	14	14	14	453.385	1220.326
14	0	19	19	19	453.385	1243.630
15	0	17	17	17	453.385	1262.698
16	0	21	21	21	453.385	1286.003
17	0	25	25	25	459.741	1313.545
18	0	21	21	21	470.334	1330.494
19	0	27	27	27	478.808	1355.917
20	0	31	31	31	487.283	1381.341
21	0	30	30	30	502.113	1404.646
22	0	27	27	27	510.588	1421.594
23	0	26	26	26	523.299	1438.543
24	0	29	29	29	550.841	1455.492
25	0	31	31	31	574.146	1478.797
26	0	28	28	28	595.332	1493.628
27	0	36	36	36	603.807	1516.932
28	0	38	38	38	627.112	1536.000
29	0	49	49	49	654.654	1559.305
30	0	45	45	45	673.721	1557.186
31	0	46	46	46	688.552	1563.542
32	0	39	39	39	716.094	1559.305
33	0	25	25	25	728.806	1542.356
34	0	26	26	26	747.873	1542.356
35	0	28	28	28	769.059	1542.356
36	0	25	25	25	783.890	1542.356
37	0	39	39	39	830.499	1542.356
38	0	50	50	50	849.567	1550.830
39	0	53	53	53	868.634	1542.356
40	0	57	57	57	894.058	1538.119
41	0	56	56	56	906.770	1536.000
42	0	54	54	54	925.837	1523.288
43	0	52	52	52	947.023	1521.170
44	0	49	49	49	959.735	1506.339
45	0	50	50	50	974.565	1495.746
46	0	43	43	43	993.633	1487.272
47	0	43	43	43	1010.582	1480.916
48	0	40	40	40	1033.887	1468.204
49	0	33	33	33	1057.192	1468.204
50	0	32	32	32	1080.497	1468.204
51	0	33	33	33	1099.564	1468.204
52	0	15	15	15	1116.513	1451.255
53	0	10	10	10	1131.344	1436.425
54	0	14	14	14	1137.699	1417.357
55	0	16	16	16	1144.055	1396.171
56	0	24	24	24	1148.292	1372.866
57	0	29	29	29	1148.292	1353.799
58	0	34	34	34	1148.292	1324.138
59	0	26	26	26	1141.937	1307.189
60	0	20	20	20	1135.581	1290.240
61	0	20	20	20	1135.581	1269.054
62	0	23	23	23	1133.462	1252.105
63	0	26	26	26	1133.462	1233.037
64	0	30	30	30	1133.462	1211.851
65	0	39	39	39	1133.462	1190.665
66	0	33	33	33	1144.055	1150.411
67	0	28	28	28	1148.292	1124.988
68	0	28	28	28	1152.530	1105.920
69	0	43	43	43	1156.767	1076.259
70	0	48	48	48	1177.953	1059.310
71	0	45	45	45	1180.072	1036.005
