1	0	37	37	37	434	1174
2	0	36	36	36	1010	1354
3	0	48	48	48	586	1556
4	0	24	24	24	434	1054
5	0	32	32	32	438	1090
6	0	38	38	38	440	1118
7	0	34	34	34	440	1136
8	0	33	33	33	442	1154
9	0	34	34	34	450	1202
10	0	29	29	29	442	1226
11	0	24	24	24	442	1248
12	0	24	24	24	442	1280
13	0	18	18	18	438	1300
14	0	15	15	15	438	1324
15	0	18	18	18	438	1338
16	0	26	26	26	446	1360
17	0	33	33	33	454	1376
18	0	51	51	51	462	1396
19	0	43	43	43	468	1416
20	0	31	31	31	482	1442
21	0	42	42	42	490	1454
22	0	28	28	28	508	1480
23	0	75	75	75	516	1518
24	0	77	77	77	546	1532
25	0	77	77	77	554	1550
26	0	48	48	48	614	1574
27	0	41	41	41	650	1580
28	0	36	36	36	664	1580
29	0	38	38	38	680	1582
30	0	41	41	41	738	1580
31	0	35	35	35	710	1582
32	0	63	63	63	776	1582
33	0	70	70	70	804	1580
34	0	59	59	59	824	1568
35	0	54	54	54	836	1556
36	0	67	67	67	880	1526
37	0	81	81	81	896	1516
38	0	52	52	52	916	1496
39	0	46	46	46	930	1490
40	0	53	53	53	948	1476
41	0	49	49	49	962	1462
42	0	60	60	60	858	1546
43	0	53	53	53	982	1440
44	0	48	48	48	994	1420
45	0	70	70	70	1010	1390
46	0	46	46	46	1038	1322
47	0	42	42	42	1054	1292
48	0	31	31	31	1076	1274
49	0	27	27	27	1104	1264
50	0	33	33	33	1114	1244
51	0	25	25	25	1116	1210
52	0	18	18	18	1122	1184
53	0	20	20	20	1122	1168
54	0	17	17	17	1124	1136
55	0	15	15	15	1126	1122
