1	0	21	21	21	451.266	1082.615
2	0	169	169	169	1067.785	1091.090
3	0	105	105	105	707.619	1353.799
4	0	29	29	29	347.454	728.806
5	0	24	24	24	362.284	741.517
6	0	23	23	23	377.114	749.992
7	0	22	22	22	389.826	762.703
8	0	31	31	31	402.538	769.059
9	0	49	49	49	415.250	781.771
10	0	37	37	37	427.961	796.601
11	0	26	26	26	440.673	805.076
12	0	42	42	42	453.385	813.550
13	0	29	29	29	457.622	830.499
14	0	24	24	24	457.622	849.567
15	0	39	39	39	457.622	881.346
16	0	27	27	27	444.910	887.702
17	0	20	20	20	434.317	904.651
18	0	22	22	22	419.487	921.600
19	0	23	23	23	419.487	938.549
20	0	23	23	23	427.961	955.498
21	0	26	26	26	434.317	974.565
22	0	34	34	34	442.792	991.514
23	0	24	24	24	457.622	1019.057
24	0	30	30	30	457.622	1038.124
25	0	30	30	30	457.622	1050.836
26	0	29	29	29	444.910	1063.548
27	0	16	16	16	455.503	1108.039
28	0	23	23	23	466.097	1124.988
29	0	71	71	71	472.452	1141.937
30	0	62	62	62	472.452	1156.767
31	0	51	51	51	474.571	1169.479
32	0	31	31	31	463.978	1182.190
33	0	61	61	61	461.859	1209.732
34	0	53	53	53	449.148	1220.326
35	0	64	64	64	436.436	1237.275
36	0	95	95	95	447.029	1256.342
37	0	146	146	146	461.859	1269.054
38	0	167	167	167	476.690	1277.528
39	0	105	105	105	495.757	1283.884
40	0	108	108	108	519.062	1296.596
41	0	122	122	122	540.248	1298.714
42	0	97	97	97	565.672	1305.070
43	0	107	107	107	588.977	1313.545
44	0	158	158	158	605.926	1322.019
45	0	147	147	147	624.993	1328.375
46	0	124	124	124	646.179	1332.612
47	0	137	137	137	665.247	1343.206
48	0	127	127	127	686.433	1351.680
49	0	94	94	94	722.450	1358.036
50	0	117	117	117	739.399	1366.510
51	0	156	156	156	760.585	1377.103
52	0	127	127	127	779.652	1377.103
53	0	121	121	121	798.720	1370.748
54	0	85	85	85	811.432	1353.799
55	0	60	60	60	832.618	1353.799
56	0	50	50	50	853.804	1353.799
57	0	93	93	93	864.397	1338.968
58	0	73	73	73	879.228	1338.968
59	0	75	75	75	898.295	1338.968
60	0	66	66	66	919.481	1336.850
61	0	69	69	69	936.430	1326.257
62	0	62	62	62	953.379	1317.782
63	0	61	61	61	968.210	1311.426
64	0	55	55	55	989.396	1300.833
65	0	53	53	53	1002.108	1292.359
66	0	31	31	31	1014.819	1281.766
67	0	53	53	53	1021.175	1262.698
68	0	50	50	50	1029.650	1247.868
69	0	75	75	75	1040.243	1226.681
70	0	75	75	75	1044.480	1207.614
71	0	67	67	67	1044.480	1190.665
72	0	54	54	54	1048.717	1175.834
73	0	68	68	68	1055.073	1158.885
74	0	85	85	85	1055.073	1135.581
75	0	158	158	158	1055.073	1116.513
76	0	108	108	108	1080.497	1082.615
77	0	66	66	66	1097.446	1074.141
78	0	50	50	50	1110.157	1067.785
79	0	47	47	47	1122.869	1057.192
80	0	47	47	47	1135.581	1048.717
81	0	32	32	32	1154.648	1042.361
82	0	40	40	40	1169.479	1031.768
83	0	37	37	37	1182.190	1025.412
84	0	34	34	34	1192.783	1021.175
85	0	36	36	36	1203.377	1010.582
86	0	52	52	52	1218.207	1002.108
87	0	45	45	45	1228.800	985.159
88	0	45	45	45	1239.393	970.328
89	0	45	45	45	1252.105	955.498
90	0	41	41	41	1262.698	938.549
91	0	44	44	44	1273.291	930.074
92	0	45	45	45	1277.528	915.244
93	0	48	48	48	1277.528	894.058
94	0	46	46	46	1264.817	877.109
95	0	60	60	60	1258.461	858.041
96	0	59	59	59	1247.868	843.211
97	0	65	65	65	1235.156	819.906
98	0	62	62	62	1226.681	805.076
99	0	75	75	75	1218.207	788.127
100	0	86	86	86	1201.258	771.178
101	0	104	104	104	1188.546	756.348
102	0	110	110	110	1177.953	743.636
